id,tender_id,title,issuing_authority,category,department,location,state,publish_date,deadline_date,source_url,description,tender_value,status
37579,,View (2 MB),East Champaran NIC,General,General,Bihar,Unknown,2026-02-23 00:00:00.000000,,https://cdn.s3waas.gov.in/s3bac9162b47c56fc8a4d2a519803d51b3/uploads/2026/02/17718312749794.pdf,Information regarding publication of CCTV tender.Information regarding publication of CCTV tender.23/02/202630/03/2026View (2 MB),,open
37580,,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide",West Champaran NIC,General,Power,Bihar,Unknown,2026-02-24 00:00:00.000000,,https://westchamparan.nic.in/notice_category/tenders/#SkipContent,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्दीबिहार सरकारGovernment of Biharपश्चिम चंपारण (बेतिया)West Champaran(HQ-Bettiah)Menu ToggleMoreHomeAbout DistrictHistoryMap of DistrictDistrict GazetteersOrganisation ChartAdministrative SetupCollectorateCircleSubdivision & BlocksVillage & PanchayatsPoliceCourtConstituenciesDemographyEconomyDirectoryHelplineTelephone DirectorySTD & PIN CodesPublic UtilitiesOnline LinksBanksColleges/UniversitiesElectricityHospitalsMunicipalitiesPostalSchoolsDepartmentsArms SectionDisaster Managem",,open
37581,,Announcements,West Champaran NIC,General,General,Bihar,Unknown,,,https://westchamparan.nic.in/notice_category/announcements/,Announcements,,open
37582,,Recruitment,West Champaran NIC,General,General,Bihar,Unknown,,,https://westchamparan.nic.in/notice_category/recruitment/,Recruitment,,open
37583,,Tenders,West Champaran NIC,General,General,Bihar,Unknown,,,https://westchamparan.nic.in/notice_category/tenders/,Tenders,,open
37584,,"SearchSearchSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्द",Samastipur NIC,General,Power,Bihar,Unknown,2026-02-24 00:00:00.000000,,https://samastipur.nic.in/notice_category/tenders/#SkipContent,"SearchSearchSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्दीबिहार सरकारGovernment of Biharसमस्तीपुरSamastipurMenu ToggleMoreHomeAbout DistrictHistoryGeographyAgriculture at SamastipurDemographyAdministrative SetupSUB-DIVISIONBLOCKMap of DistrictWho’s WhoDirectoryCONTACT DIRECTORYPUBLIC REPRESENTATIVECONTACT DIRECTORY OF ELECTRICITY DEPARTMENTCONTACT DIRECTORY OF POLICE OFFICERSTOUR PROGRAMDM TOUR PROGRAMOTHER OFFICER’S TOUR PROGRAMDM SUCCESSOR LISTSP SUCCESSOR LISTHELPLINEPublic UtilitiesBANKCOLLEGES/UNIVERSITIESELECTRICITYMUNICIPALITIESNGOsHOSPITALPOST",,open
37585,,हिन्दी,Samastipur NIC,General,General,Bihar,Unknown,,,https://samastipur.nic.in/notice_category/tenders/,हिन्दी,,open
37586,,View (383 KB),Samastipur NIC,General,General,Bihar,Unknown,2026-02-24 00:00:00.000000,,https://cdn.s3waas.gov.in/s32838023a778dfaecdc212708f721b788/uploads/2026/02/17719213179674.pdf,"District Planning OfficeIn light of the recommendation received from the Honorable Member of Parliament, Ujiarpur Lok Sabha Constituency, tenders are invited for the purchase of community drinking water plants in various educational institutions under the Member of Parliament Local Area Development Scheme. (Last date: March 13, 2026, by 12:00 PM)24/02/202613/03/2026View (383 KB)",,open
37587,,View (395 KB),Samastipur NIC,General,General,Bihar,Unknown,2026-02-24 00:00:00.000000,,https://cdn.s3waas.gov.in/s32838023a778dfaecdc212708f721b788/uploads/2026/02/17719211475292.pdf,"District Planning OfficeIn light of the recommendation received from the Honorable Member of Parliament, Ujiarpur Lok Sabha Constituency, tenders are invited for the purchase of street lights/high mast lights in the Patori Block of Samastipur District under the Member of Parliament Local Area Development Scheme. (Last date: March 13, 2026, by 12:00 PM)24/02/202613/03/2026View (395 KB)",,open
37588,,View (471 KB),Samastipur NIC,General,General,Bihar,Unknown,2026-03-11 00:00:00.000000,,https://cdn.s3waas.gov.in/s32838023a778dfaecdc212708f721b788/uploads/2026/02/17715785292273.pdf,"Excise & Prohibition DepartmentThe first general and scrap auction of vehicles is scheduled on 11.03.2026 at 11:00 AM at the Prohibition and Excise Office, Samastipur.11/03/202624/03/2026View (471 KB)",,open
37589,,"SearchSearchSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्द",Begusarai NIC,General,Power,Bihar,Unknown,2026-02-09 00:00:00.000000,,https://begusarai.nic.in/notice_category/tenders/#SkipContent,"SearchSearchSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्दीबिहार सरकारGovernment of BiharबेगूसरायBegusaraiMenu ToggleMoreHomeAbout DistrictWho’s WhoShri Shrikant Shastree, IASShri Maneesh, IPSHistoryAdministrative SetupCollectrateBlocksSubdivision & BlocksVillage & PanchayatsCourtsConstituenciesEconomyDirectoryContactDisaster ManagementHelplineSTD & PIN CodesPublic UtilitiesBanksColleges/UniversitiesElectricityHospitalsMunicipalitiesPostalSchoolsDEO’s PORTALBIHAR ASSEMBLY GENERAL ELECTION 2025Important Portals’ LinkLOK SABHA GENERAL ELECTION 2024Begusa",,open
37590,,Announcements,Begusarai NIC,General,General,Bihar,Unknown,,,https://begusarai.nic.in/notice_category/announcements/,Announcements,,open
37591,,Recruitment,Begusarai NIC,General,General,Bihar,Unknown,,,https://begusarai.nic.in/notice_category/recruitment/,Recruitment,,open
37592,,Tenders,Begusarai NIC,General,General,Bihar,Unknown,,,https://begusarai.nic.in/notice_category/tenders/,Tenders,,open
37593,,View (310 KB),Begusarai NIC,General,General,Bihar,Unknown,2026-02-09 00:00:00.000000,,https://cdn.s3waas.gov.in/s3f4be00279ee2e0a53eafdaa94a151e2c/uploads/2026/02/17707050814089.pdf,"Zila Najarat OfficeShort-term invitation notice for tender for cleaning work of Collectorate premises, all attached offices and buildings.09/02/202631/12/2026View (310 KB)",,open
37594,,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide",Munger NIC,General,Power,Bihar,Unknown,2026-02-12 00:00:00.000000,,https://munger.nic.in/notice_category/tenders/#SkipContent,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्दीstate in reg. languageGovernment of State Name Englishजिले का नामDistrict NameMenu ToggleMoreमुख्य पृष्ठजिले के बारे मेंइतिहासजिले की रूपरेखाजिला का मानचित्रसंगठन चार्टप्रशासनिक सेटअपकलेक्ट्रेटअनुमण्डल एवं ब्लाकगांव और पंचायतपुलिसजनसांख्यिकीअर्थव्यवस्थाविभागग्रामीण विकास विभागशहरी विकासनिर्वाचनबिहार विधान सभा निर्वाचन,2025निर्वाचन पत्र & कार्यवाहीविधानसभा चुनाव 2010 -शपथ पत्रआम चुनाव 2019स्वीपचुनाव – प्रशिक्षणनिर्वाचन – पत्र / कार्यवाहीनामांकनउम्मीदवारों का व्ययप्रेक्षकबिहार व",,open
37595,,हिन्दी,Munger NIC,General,General,Bihar,Unknown,,,https://munger.nic.in/notice_category/tenders/,हिन्दी,,open
37596,,View (631 KB),Munger NIC,General,General,Bihar,Unknown,2026-02-12 00:00:00.000000,,https://cdn.s3waas.gov.in/s3e0c641195b27425bb056ac56f8953d24/uploads/2026/02/17718299534833.pdf,District Board Office Munger Lt.No.207 Dt.12/02/2026Endowment Information (Short Term)23/02/202628/02/2026View (631 KB),,open
37597,,View (3 MB),Munger NIC,General,General,Bihar,Unknown,2026-02-25 00:00:00.000000,,https://cdn.s3waas.gov.in/s3e0c641195b27425bb056ac56f8953d24/uploads/2026/02/17716945064158.pdf,Short Notice Inviting E-Auction for Settlement of Sand ghats – Mines and Geology Department District-MungerShort Notice Inviting E-Auction forSettlement of Sand ghats –Mines and Geology Department District-Munger25/02/202616/03/2026View (3 MB),,open
37598,,"Sealed tenders are invited in the prescribed format 
from experienced and willing registered outsourcing 
agencies/firms for supply of 17 (Seventeen) 
Technical Assistants and 01 (One) MTS for the 
period March 2026 to June 2027 in Munger District
for the upcoming Census-2027.",UP,Goods,Social Welfare,"Munger, Bihar",Unknown,2026-02-20 00:00:00.000000,,https://cdn.s3waas.gov.in/s3e0c641195b27425bb056ac56f8953d24/uploads/2026/02/17715733473950.pdf,"Short Term Tender Notice- District Census Cell, Collectorate, MungerSealed tenders are invited in the prescribed format 
from experienced and willing registered outsourcing 
agencies/firms for supply of 17 (Seventeen) 
Technical Assistants and 01 (One) MTS for the 
period March 2026 to June 2027 in Munger District
for the upcoming Census-2027.20/02/202628/02/2026View (210 KB)Memo no 29 Dated 19.02.2026 Census (1)-pages (50 KB)",,open
37599,,View (7 MB),Munger NIC,General,General,Bihar,Unknown,2026-02-05 00:00:00.000000,,https://cdn.s3waas.gov.in/s3e0c641195b27425bb056ac56f8953d24/uploads/2026/02/17708919825703.pdf,"Prohibition Section Munger Lt. No.- 388 Date:- 05/02/2026Short Term Notice for Public Auction of Seized and Confiscated Vehicles under Bihar Prohibition and Excise Act, 2016 (as amended in 2018, 2022 and 2023)Auction dates: March 12, 2026, March 19, 2026, and March 24, 2026Last date for applications: March 10, 202612/02/202610/03/2026View (7 MB)",,open
37600,,View (758 KB),Munger NIC,General,General,Bihar,Unknown,2026-02-05 00:00:00.000000,,https://cdn.s3waas.gov.in/s3e0c641195b27425bb056ac56f8953d24/uploads/2026/02/17706321553595.pdf,"Municipal Corporation Office, Munger Lt. No.- 388 Date:- 05/02/2026Endowment General Information09/02/202626/02/2026View (758 KB)",,open
37601,,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide",Jamui NIC,General,Power,Bihar,Unknown,2026-02-28 00:00:00.000000,,https://jamui.nic.in/notice_category/tenders/#SkipContent,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्दीबिहार  सरकारGovernment of BiharजमुईJAMUIMenu ToggleMoreHomeAbout DistrictHistoryWho’s WhoDM SUCCESSOR LISTMap of DistrictPopulationDemographyAdministrative SetupCollectorateSubdivision & BlocksTehsilVillage & PanchayatsPoliceConstituenciesDistrict CourtDirectoryTelephone directoryDistrict and Block Level OfficersPolice PersonnelHelplineSTD & PIN CodesPublic UtilitiesSchoolBankHospitalMunicipalitySchoolNGOPostalDepartmentHealthEducationAnimal HusbandryRevenueElectionLok Sabha E",,open
37602,,Announcements,Jamui NIC,General,General,Bihar,Unknown,,,https://jamui.nic.in/notice_category/announcements/,Announcements,,open
37603,,Tenders,Jamui NIC,General,General,Bihar,Unknown,,,https://jamui.nic.in/notice_category/tenders/,Tenders,,open
37604,,View (4 MB),Jamui NIC,General,General,Bihar,Unknown,2026-02-16 00:00:00.000000,,https://cdn.s3waas.gov.in/s337bc2f75bf1bcfe8450a1a41c200364c/uploads/2026/02/17714946862749.pdf,"District Mining Office,JamuiImportant tender notice regarding auction of seized sand .16/02/202606/03/2026View (4 MB)",,open
37605,,View (3 MB),Jamui NIC,General,General,Bihar,Unknown,2026-02-16 00:00:00.000000,,https://cdn.s3waas.gov.in/s337bc2f75bf1bcfe8450a1a41c200364c/uploads/2026/02/17714942287265.pdf,"District Mining Office,JamuiShort term tender notice regarding auction for settlement of sand ghats.16/02/202610/03/2026View (3 MB)",,open
37606,,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorFont Size Incr",Lakhisarai NIC,General,Power,Bihar,Unknown,2026-02-14 00:00:00.000000,,https://lakhisarai.nic.in/notice_category/tenders/#SkipContent,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorFont Size IncreaseFont Size IncreaseEnglishहिन्दीबिहार सरकारGovernment of BiharलखीसरायLakhisaraiMenu ToggleMoreHomeAbout DistrictWho’s WhoHistoryMap of DistrictAdministrative SetupCollectorateSubdivisionBlockRegistry officeVillage & PanchayatsPoliceCourtsConstituenciesDemographyDistrict GazetteDirectoryDistrict AdministrationHelplineSTD & PIN CodesPublic UtilitiesBanksColleges/UniversitiesElectricityHospitalsMunicipalitiesPostalSchoolsDepartmentsDepartment Monitoring DashboardAnimal HusbandryCooperativeDisast",,open
37607,,Recruitment,Lakhisarai NIC,General,General,Bihar,Unknown,,,https://lakhisarai.nic.in/notice_category/recruitment/,RecruitmentBihar Home Guard Recruitment 2025Teacher Niyojan Grievance RedressalExecutive Assistant 2018Executive Assistant 2015,,open
37608,,Tenders,Lakhisarai NIC,General,General,Bihar,Unknown,,,https://lakhisarai.nic.in/notice_category/tenders/,Tenders,,open
37609,,Auction,Lakhisarai NIC,General,General,Bihar,Unknown,,,https://lakhisarai.nic.in/notice_category/auction/,Auction,,open
37610,,Advertisement,Lakhisarai NIC,General,General,Bihar,Unknown,,,https://lakhisarai.nic.in/notice_category/advertisement/,Advertisement,,open
37611,,View (2 MB),Lakhisarai NIC,General,General,Bihar,Unknown,2026-02-14 00:00:00.000000,,https://cdn.s3waas.gov.in/s3d64a340bcb633f536d56e51874281454/uploads/2026/02/17710707662920.pdf,"Zila Parishad Office, LakhisaraiTender published for allotment of newly constructed shop located at Suryagarha market of Municipal Council of District Council Lakhisarai.14/02/202622/02/2026View (2 MB)",,open
37612,,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide",Sheikhpura NIC,General,Power,Bihar,Unknown,2026-02-27 00:00:00.000000,,https://sheikhpura.nic.in/notice_category/tenders/#SkipContent,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्दीबिहार सरकारGovernment of Biharशेखपुरा, बिहारSheikhpura, BiharMenu ToggleMoreHomeCitizen Charter & VisionRTIDistrict Administration (RTI)Police Administration (RTI)Department-wise Proactive disclosure under section 4(1)(b) of Right to Information Act 2005DEOAbout DistrictWho’s WhoMap of DistrictAdministrative SetupCollectorateCircleSub-division & BlockVillage & PanchayatPoliceDemographyNoticeEventsAnnouncementsTendersRecruitmentDirectoryDisaster ManagementContactsPublic Utiliti",,open
37613,,Announcements,Sheikhpura NIC,General,General,Bihar,Unknown,,,https://sheikhpura.nic.in/notice_category/announcements/,Announcements,,open
37614,,Tenders,Sheikhpura NIC,General,General,Bihar,Unknown,,,https://sheikhpura.nic.in/notice_category/tenders/,Tenders,,open
37615,,Recruitment,Sheikhpura NIC,General,General,Bihar,Unknown,,,https://sheikhpura.nic.in/notice_category/recruitment/,Recruitment,,open
37616,,Miscellaneous,Sheikhpura NIC,General,Social Welfare,Bihar,Unknown,,,https://sheikhpura.nic.in/notice_category/lokpal-misc/,Miscellaneous,,open
37617,,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide",Nalanda NIC,General,Power,Bihar,Unknown,2026-02-28 00:00:00.000000,,https://nalanda.nic.in/notice_category/tenders/#SkipContent,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्दीबिहार सरकारGovernment of Biharनालन्दाNalandaMenu ToggleMoreHomeAbout DistrictHistoryWho’s WhoAdministrative SetupCollectorateSub-DivisionsBlocks & CirclesPanchayat & VillagesNalanda Policee-GovernanceNIC District OfficeMap of DistrictEconomyDemographyDirectoryDistrict DirectorySubdivision DirectoryBlock and Circle DirectoryPolice DirectoryHelplinePublic UtilitiesSchoolsPostalHospitalsBanksElectricityMunicipalitiesColleges/UniversitiesNGOsDepartmentsDisaster ManagementHealthEdu",,open
37618,,Announcements,Nalanda NIC,General,General,Bihar,Unknown,,,https://nalanda.nic.in/en/notice_category/announcements/,Announcements,,open
37619,,Recruitment & Transfer-Posting,Nalanda NIC,General,Social Welfare,Bihar,Unknown,,,https://nalanda.nic.in/en/notice_category/recruitment/,Recruitment & Transfer-Posting,,open
37620,,Tenders,Nalanda NIC,General,General,Bihar,Unknown,,,https://nalanda.nic.in/en/notice_category/tenders/,Tenders,,open
37621,,हिन्दी,Nalanda NIC,General,General,Bihar,Unknown,,,https://nalanda.nic.in/notice_category/tenders/,हिन्दी,,open
37622,,View (1 MB),Nalanda NIC,General,General,Bihar,Unknown,2026-02-28 00:00:00.000000,,https://cdn.s3waas.gov.in/s3f85454e8279be180185cac7d243c5eb3/uploads/2026/02/17722687646444.pdf,"Tender No:-01/2026-27(BC/EBC)District Backward Class and Extremely Backward Class, Welfare Department28/02/202607/03/2026View (1 MB)",,open
37623,,View (1 MB),Nalanda NIC,General,General,Bihar,Unknown,2026-02-28 00:00:00.000000,,https://cdn.s3waas.gov.in/s3f85454e8279be180185cac7d243c5eb3/uploads/2026/02/17722683146312.pdf,Revised Tender No:-01/2026-27(SC/ST)District Welfare Section28/02/202607/03/2026View (1 MB),,open
37624,,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide",Nawada NIC,General,Power,Bihar,Unknown,2026-03-02 00:00:00.000000,,https://nawada.nic.in/notice_category/tenders/#SkipContent,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्दीबिहार सरकारGovernment Of BiharनवादाNawadaMenu ToggleMoreHomeAbout DistrictDistrict ProfileAdministrative SetupCollectorateSubdivision & BlocksVillage & PanchayatsHistoryMap of DistrictWho’s WhoPublic RepresentativesEconomyDemographyDirectoryContact DirectoryDisaster ManagementHelplineSTD & PIN CodesPublic UtilitiesBankPolice OfficialCollegeUrban Local BodiesHospitalDocumentsDistrict Court Case OrderDM Court Case OrderADM Court Case OrderDistrict PGRO Court Case OrderSDM Nawada",,open
37625,,Transfer & Posting,Nawada NIC,General,Social Welfare,Bihar,Unknown,,,https://nawada.nic.in/notice_category/transfer-and-posting/,Transfer & Posting,,open
37626,,Proceedings & Announcements,Nawada NIC,General,General,Bihar,Unknown,,,https://nawada.nic.in/notice_category/proceeding-announcements/,Proceedings & Announcements,,open
37627,,Recruitment,Nawada NIC,General,General,Bihar,Unknown,,,https://nawada.nic.in/notice_category/recruitment/,Recruitment,,open
37628,,Tenders,Nawada NIC,General,General,Bihar,Unknown,,,https://nawada.nic.in/notice_category/tenders/,Tenders,,open
37629,,View (2 MB),Nawada NIC,General,General,Bihar,Unknown,2026-03-02 00:00:00.000000,,https://cdn.s3waas.gov.in/s3a4f23670e1833f3fdb077ca70bbd5d66/uploads/2026/03/17724477166575.pdf,"Mines and Geology Department, Nawada – Auction documents for the settlement of sand ghats in nawada districtAuction documents for the settlement of sand ghats in nawada district02/03/202625/03/2026View (2 MB)GHAT TENDER (7 MB)",,open
37630,,View (176 KB),Nawada NIC,General,General,Bihar,Unknown,2026-02-26 00:00:00.000000,,https://cdn.s3waas.gov.in/s3a4f23670e1833f3fdb077ca70bbd5d66/uploads/2026/02/17707106565369.pdf,"Excise and Prohibition Office, Nawada – Notice regarding Public Auction (Nilami) of Vehicles on Dated 26/02/2026, 06/03/2026 & 13/03/2026Notice regarding Public Auction (Nilami) of Vehicles on Dated 26/02/2026, 06/03/2026 & 13/03/202610/02/202613/03/2026View (176 KB)Wahan ki Suchi (653 KB)",,open
37631,,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide",Aurangabad NIC,General,Power,Bihar,Unknown,2026-02-07 00:00:00.000000,,https://aurangabad.bih.nic.in/notice_category/tenders/#SkipContent,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्दीबिहार सरकारGovernment of Biharजिला औरंगाबादDISTRICT AURANGABADMenu ToggleMoreHomeAbout DistrictHistoryMap of DistrictADMINISTRATIVE SETUPDM SUCCESSOR LISTCOLLECTORATESubdivision & BlocksVILLAGE & PANCHAYATPoliceCONSTITUENCIESDemographyEconomyDirectoryBlock LevelDisaster ManagementHelplineSTD & PIN CodesPublic UtilitiesBanksColleges/UniversitiesElectricityMunicipalitiesNGOsPostalSchoolsDepartmentsEducationELECTIONBihar Assembly General Election 2025General Notice & InformationC",,open
37632,,Announcements,Aurangabad NIC,General,General,Bihar,Unknown,,,https://aurangabad.bih.nic.in/notice_category/announcements/,Announcements,,open
37633,,Tenders,Aurangabad NIC,General,General,Bihar,Unknown,,,https://aurangabad.bih.nic.in/notice_category/tenders/,Tenders,,open
37634,,Recruitment,Aurangabad NIC,General,General,Bihar,Unknown,,,https://aurangabad.bih.nic.in/notice_category/recruitment/,Recruitment,,open
37635,,Event,Aurangabad NIC,General,General,Bihar,Unknown,,,https://aurangabad.bih.nic.in/notice_category/event/,Event,,open
37636,,View (2 MB),Aurangabad NIC,General,General,Bihar,Unknown,2026-02-07 00:00:00.000000,,https://cdn.s3waas.gov.in/s3250cf8b51c773f3f8dc8b4be867a9a02/uploads/2026/02/17707096929479.pdf,"Short Tender Notice for Sairat Bandobasti.Zila Parisad, Aurangabad.07/02/202609/03/2026View (2 MB)",,open
